sj_id,rating_method,quadrant,cr_mean_v,cr_mean_a,cr_mean_dist,cr_mean_angle,cr_std_v,cr_std_a,cr_std_dist,cr_std_angle,cr_skew_v,cr_skew_a,cr_skew_dist,cr_skew_angle,cr_kurtosis_v,cr_kurtosis_a,cr_kurtosis_dist,cr_kurtosis_angle,cr_auc_v,cr_auc_a,cr_auc_dist,cr_auc_angle
76.0,V1,HP,0.2441229557843731,0.8350587522713507,0.8995635032127033,1.3142789723296664,0.24963837122498636,0.18692373959683792,0.21190925452958448,0.26697030945147665,0.36841883565293915,0.36841883565293915,-1.1898054363945454,-0.6600465161528071,-0.7583501571952733,-0.7583501571952733,0.4096048315057774,0.549181451843006,402.71000000000004,402.71000000000004,1484.3572770127512,2168.6591499927717
76.0,V1,LP,0.32971229557843734,-0.427076923076923,0.5820951811730011,-0.7460405831596465,0.20283128731878078,0.35696997686399956,0.34747099307760587,0.5214792804547331,0.09894292360021442,0.09894292360021442,0.08340897592087462,2.015103725071402,-0.2587322950183961,-0.2587322950183961,-0.9808448259318272,4.883149673198723,544.5160000000001,544.5160000000001,960.623680520145,-1232.6973702972593
76.0,V1,HN,-0.5677086614173229,0.3222610539067232,0.7829066857484818,2.2413410916737027,0.29899171252945794,0.3918727239928231,0.2366760423658308,1.3528767078618285,-0.48370429172711177,-0.48370429172711177,-0.4066376096856587,-2.4689369116233983,-0.8201753617468239,-0.8201753617468239,-0.7858176886584736,5.582899176744217,-936.76,-936.76,1291.8639381707433,3699.6687441898853
76.0,V1,LN,-0.06526832222895218,-0.811207147183525,0.937994266489707,-1.281586632761338,0.4467810107825876,0.34723787074888607,0.32012063444796196,1.0527573542663098,-0.07300414595532831,-0.07300414595532831,-2.536813190237535,2.5584261845579177,-0.10104859615224937,-0.10104859615224937,4.549279845480426,8.187633660784352,-107.22200000000004,-107.22200000000004,1548.0925339745063,-2117.470327015764
76.0,V2,HP,0.5567353119321623,0.5699666868564506,0.8764527706466845,0.7057352886524304,0.18004180883358537,0.3918242100953368,0.22907512660721469,0.4753002440208295,-0.5299557791041138,-0.5299557791041138,-2.795530310696432,-1.2300521256104635,3.344154243537974,3.344154243537974,7.729832325102921,-0.18597033751634706,918.9480000000001,918.9480000000001,1446.5127562885577,1164.6083824106347
76.0,V2,LP,0.5824294367050272,0.18382798304058146,0.6702734758666138,0.34574959020734697,0.2401756560839992,0.2314936966838485,0.18696663679248168,0.42715222566966016,-0.25754769527672045,-0.25754769527672045,-1.0010135634140063,0.7862611866918224,-1.2526510356413934,-1.2526510356413934,0.7825951379867626,-0.7424172515835319,961.1775,961.1775,1106.1402116656873,570.5223688043735
76.0,V2,HN,-0.6243464566929134,0.5294118715929739,0.9507390738109279,2.4069026157728097,0.39166870340677773,0.30934370012081125,0.12299456227019401,0.546654291773398,0.6873696780136274,0.6873696780136274,-2.144986758354045,-0.536239603058763,-1.1859817474858634,-1.1859817474858634,5.393201550647662,-1.30968747150744,-1029.9685,-1029.9685,1568.7241489969674,3971.097351251944
76.0,V2,LN,-0.8803997577225924,-0.03764627498485766,0.9688361820571202,0.8434345610085233,0.24959200667064774,0.3832280509634006,0.2165886649690369,2.673313796930566,1.7823709822911442,1.7823709822911442,-2.325348135632462,-0.5304640513477816,2.0075996255522655,2.0075996255522655,3.6937458695092795,-1.6793457675042804,-1452.7754999999997,-1452.7754999999997,1598.749799298363,1392.2548250063815
76.0,mean,HP,0.40042913385826767,0.7025127195639007,0.8880081369296938,1.0100071304910485,0.26794002667909805,0.33433302866766995,0.2209615337171435,0.4910937667933728,-0.296075536806978,-0.296075536806978,-2.094367994653588,-1.206496818600212,-0.5821393619259858,-0.5821393619259858,4.871916565675307,1.2064597049738621,1321.658,1321.658,2931.175533301309,3334.052930566804
76.0,mean,LP,0.45607086614173226,-0.12162447001817078,0.6261843285198074,-0.20014549647614976,0.25567321864856674,0.4287312621040934,0.28247152080463456,0.7247077187282109,0.10570260632364184,0.10570260632364184,-0.3192095244620062,0.2633897122260047,-0.8695648603516015,-0.8695648603516015,-0.3212516752078267,-0.9008770652058375,1505.65,1505.65,2067.296855782312,-661.1906339922031
76.0,mean,LN,-0.47283403997577234,-0.4244267110841914,0.9534152242734135,-0.21907603587640734,0.5450460391644155,0.5322808050520564,0.2737366273175451,2.2926798992452766,0.5840288065567991,0.5840288065567991,-2.6672098364108043,0.501933955321479,-0.7602335546950609,-0.7602335546950609,5.717990060352735,-1.4817317593396901,-1560.767,-1560.767,3147.6460705508116,-724.9598667906921
76.0,mean,HN,-0.5960275590551181,0.4258364627498486,0.8668228797797047,2.3241218537232564,0.3495220090427049,0.3678617112742164,0.20643045635196486,1.0350873418510016,0.2682177001680597,0.2682177001680597,-1.118340817097736,-2.967247653860558,-1.1540602974778005,-1.1540602974778005,0.42618442789972066,10.496607276238159,-1967.6885000000002,-1967.6885000000002,2861.5584935839925,7673.799148631597
77.0,V1,HP,0.8853198061780739,-0.2640205935796487,0.9669894266691107,-0.25875595197596685,0.2706430223390414,0.3060562904254392,0.291969996737371,0.2997289304728284,-2.8445169407017827,-2.8445169407017827,-2.9743511832001377,0.9213634918823375,6.486877833993157,6.486877833993157,6.927224581213652,-0.1102627749031031,1461.145,1461.145,1595.981543430702,-427.2060767123213
77.0,V1,LP,0.5526814052089644,-0.4863755299818292,0.8953868487778296,-0.6331614592120681,0.3533959393527236,0.4754297635864688,0.301678440806529,0.6176698763774385,0.05108774213378463,0.05108774213378463,-2.571587608537548,0.2422105648651522,-1.5159299369640467,-1.5159299369640467,4.741249521984985,-1.4506642666022092,912.375,912.375,1477.7870989714793,-1044.667607970217
