timestamp	posterior_alpha	frontal_alpha	frontal_theta	gamma	beta	state
0	-0.7487477323385489	-0.7776184230398061	-0.6569053928325751	2.883182695430543	0.9570017573685068	2
1	-0.7622430865941558	-0.855148745148511	-0.6978701137946954	1.8480362243416408	0.526425758809052	2
2	-0.8898994494960513	-1.003053530982534	-0.7572127641658346	1.2474762486356696	0.38688928550692586	2
3	-0.9816132723947023	-0.9722222081278988	-0.5980920994100833	1.3796802742764853	1.063027583033461	2
4	-0.7636410970572036	-0.687319238760665	-0.3484258936359429	1.5244301229179624	0.6233511079106493	2
5	-0.4572106540867443	-0.5335723069452216	-0.30818303634270894	3.9766340749676146	1.206595490969791	2
6	-0.10241550598426435	-0.3909291220845257	-0.2145086585151958	4.44602108622689	2.410279497627161	2
7	0.15461524388607864	0.15282739621949132	-0.13387930440450554	1.6572216566838864	0.5183935760584233	2
8	-0.18776877542116735	0.013963681425489814	-0.3297963051733948	0.2685507961242939	-1.1251387946213713	3
9	-0.33987892109392026	-0.4689521429983738	0.3281841776047806	0.5725745051076436	0.23603416457707305	3
10	-0.3525559168635917	-0.4382503359839898	0.241618837239977	0.6912123468777657	0.809520141064911	3
11	-0.694074556791026	-0.6743389226681704	-0.8138367602046698	0.30628033410719246	-0.13104347472764977	0
12	-0.8279972328980605	-0.9100241882623291	-0.956308144119795	0.5723870337177511	-0.7371531865772266	0
13	-0.7151374413139632	-0.7790129024145868	-0.7474114437587417	0.5910625711175487	-0.8458988713983837	0
14	-0.7266930362421734	-0.6826371894776311	-0.5731193211182702	0.2064481119297906	-0.8195373895932887	0
15	-0.6883966505737078	-0.497366871357717	-0.25961050152026055	0.17368512258129223	-0.723414851857012	0
16	-0.47993892860884757	-0.3504919274372647	-0.10979740990580504	0.2923952668159518	0.5664712314572896	0
17	-0.19617913063328812	-0.28735307231422536	0.06058260304464545	0.43861477696892087	0.6620793274595304	3
18	0.04386730390911957	-0.12931400464000797	0.06020018131566674	0.4346459644798693	-0.4021030817301607	3
19	0.1667126556355889	-0.019262946346114664	-0.20579166009866554	0.293346963860045	-0.27416863358106786	3
20	0.21556893545992273	-0.18277848387535053	-0.1663520646382168	0.20320204786420087	1.3749214329635324	2
21	-0.00038611116610295476	-0.46223702077226736	-0.23679833069308187	0.4689277796206631	1.8151888135802805	2
22	0.07823205547503832	-0.19774847737918338	-0.2960221661846792	1.1719426774910413	0.5542897851392765	2
23	-0.1007789874061991	-0.1865651774511124	-0.3369743706285076	1.81808018714023	-0.19802138006445172	2
24	-0.6634133436874582	-0.6254373573962696	-0.6085354373154749	1.1783093295241072	-0.513716149561825	0
25	0.21768160011659182	0.5174949648129604	-0.738387960525719	0.1763262838304082	-0.32340738269405916	3
26	0.5289452815959215	0.7948936562573445	-0.40652795448741996	-0.11361306636191486	-0.5780061864867448	3
27	0.19072291592651294	0.08356298163746181	-0.17490355209040273	-0.20944640847724993	-0.2471965233052581	3
28	0.2277462020082487	0.025793001565210093	-0.15970470815650178	-0.24920333014503984	-0.16635154375030747	3
29	-0.2694452530039417	-0.39484075818008196	-0.20881833867330704	-0.3941169507944806	-0.7673390010380106	0
30	-0.6584871187189328	-0.6939901469461556	-0.300089199086305	-0.4024302238229129	-0.8382452419838679	0
31	-0.6624730484920831	-0.7577694346181294	-0.4874772940286855	-0.2965594037994011	-0.6125141073425412	0
32	-0.5363167676125272	-0.5784754681825698	-0.6491966629134396	-0.45072724476814335	-0.4163792638134532	0
33	-0.34463300251033174	-0.42221255778405825	-0.5056159451669723	-0.6898106636193413	-0.5822953933513827	0
34	-0.49066258261821755	-0.6108230326392999	-0.41053721384363034	-0.643747894785198	-0.9557396372734915	0
35	-0.7481168876092741	-0.8169060752135652	-0.44446958863380237	-0.4848197384490919	-0.8525919856027928	0
36	-0.5424202556731608	-0.5198691552191727	-0.21714533871866387	-0.45620582426632483	-0.5947346011419096	0
37	-0.6968342172202698	-0.5537354330008685	-0.15621940253076194	-0.347974256266966	-1.047401374255492	0
38	-0.3209465304264606	-0.4601186391246115	0.7586840404197304	0.040504365313609535	-0.5784286409418145	3
39	0.16666197692034554	0.12617341711428295	1.2527671903929307	-0.22382329180675364	-0.2807625146154108	3
40	0.17318432203788386	0.3983339386388957	0.04686124257323404	-0.7335350294426831	-0.40052675251626046	3
41	0.38602599908851815	0.40748443270236995	-0.42187658901697295	-0.641587196097131	-0.02954922297282222	3
42	1.0950971008065702	1.0647641862971966	0.024831214428967168	-0.5120956296594034	-0.37341716435183275	1
43	0.7140470003032608	0.7239300489587562	-0.0998371860434122	-0.43402844933206625	-0.31123369116146515	3
44	0.18419466612656588	-0.2529134865195532	-0.490656598820043	-0.3602899923743539	0.5572306348206413	3
45	0.12394107499045827	-0.3549690576514313	1.096532997837115	-0.5260564735931	-0.0002625388360958984	3
46	-0.6596911776519336	-0.6728201029736028	1.3815442714192692	-0.4607746244888694	-1.206495333767602	3
47	-0.9856361297946904	-0.8528957104889295	-0.2607085742812092	0.1560665392951939	-1.0949389318685654	0
48	-0.7975681653830833	-0.7494556072366793	-0.640175214886866	0.33047776646354066	-0.7110577301982127	0
49	-0.6508341132221953	-0.7682608093677977	-0.6846338832810023	-0.0268981472067335	-0.28139167784503905	0
50	-0.5448626023590895	-0.685967003275331	-0.7521771605673863	-0.42356518953519956	-0.2245526834274797	0
51	-0.49877008276877355	-0.6079212288680915	-0.6823816824168095	-0.4524236950433459	-0.4139198145742602	0
52	-0.6354394578799191	-0.6377837293709535	-0.48188287505932825	-0.4565542766597253	-0.8428804210903194	0
53	-0.672583126353011	-0.7253843518423647	-0.5850481795042655	-0.6297091386570897	-0.5969244164275287	0
54	-0.5073943830383311	-0.4318245577064583	-0.6862083300123032	-0.6519805810944669	0.546938262902241	0
55	-0.3819515422998325	-0.18607513861504077	-0.5764650775338653	-0.6205171831278132	0.01379567930957507	0
56	-0.6063838195661324	-0.5124747070516691	-0.5629048962792959	-0.46824815052291274	-0.9600839622083738	0
57	-0.8213589812720242	-0.7872098381438221	-0.6088696384031461	-0.3701827711082181	-1.203499272201266	0
58	-0.8822585611147863	-0.8760496845679069	-0.6472990112828981	0.09204457591555998	-0.7351868413709258	0
59	-0.029621023799587937	-0.07164896424275127	-0.678165920154815	1.598658102534336	0.15508884629624134	2
60	0.5859139349848019	0.17880280046604247	-0.5542663116798616	1.0901172993400547	-0.23701824808682131	2
61	0.36609080220026274	0.020990503759472652	-0.3531638400135703	-0.5632912498096044	-0.6977092459068666	3
