rating_method,quadrant,cr_v,cr_a,cr_dist,cr_angle,cr_time
Grid,HP,0.14532644157725014,0.28374209399945943,0.6340782264929709,0.5188473409418658,5.0
Grid,HP,0.1522876364221325,0.2879509257457331,0.6391001295401031,0.518881223242451,5.05
Grid,HP,0.16333358037872436,0.2946725453408753,0.6479015988088381,0.4149007111865658,5.1000000000000005
Grid,HP,0.17347497546885568,0.3015346139445525,0.6544012562443073,0.3854542867822918,5.15
Grid,HP,0.18231072692791214,0.30840334361302374,0.6582027949945537,0.45821165020347965,5.2
Grid,HP,0.1901945871620406,0.31465038953910185,0.6624507581262593,0.49631415783883265,5.25
Grid,HP,0.19602661072780142,0.31871863832830044,0.665575189982562,0.4958805442348677,5.3
Grid,HP,0.198716120725819,0.32121629071355245,0.6666763857633277,0.5001640998928668,5.3500000000000005
Grid,HP,0.1998219032475254,0.3237733150639512,0.6675211293863058,0.5022111467370504,5.4
Grid,HP,0.20071495098191414,0.3268173675246026,0.6685358343593801,0.5134947716163074,5.45
Grid,HP,0.1994724652878036,0.3298513475521565,0.6712744026099492,0.5892057351733537,5.5
Grid,HP,0.19518791969687746,0.33525962176087754,0.6769560049755848,0.5872935781219216,5.55
Grid,HP,0.1905422383282731,0.33155933793554476,0.6801652184139906,0.5786985873163614,5.6000000000000005
Grid,HP,0.20109582588731906,0.34559936322258084,0.6895641566818173,0.6586323253108893,5.65
Grid,HP,0.1994576223533517,0.3519746212256386,0.6960062616033096,0.5734856197419713,5.7
Grid,HP,0.19918796957515292,0.3586849394909852,0.7028592529659653,0.5308960952937316,5.75
Grid,HP,0.20023814043296453,0.3643303507585391,0.7095433487821591,0.535345919398072,5.8
Grid,HP,0.20136900111469175,0.3682003476573548,0.7151771160597746,0.5396694223731121,5.8500000000000005
Grid,HP,0.20158581396243835,0.3713915000536541,0.7198421399621193,0.5445335194101854,5.9
Grid,HP,0.19432699068976114,0.36601805850734487,0.7350081547508376,0.5378260927606912,5.95
Grid,HP,0.18193871625334126,0.3726026015779906,0.7260576639511445,0.4496146626840559,6.0
Grid,HP,0.1793118815645996,0.3899560795745181,0.726432746954648,0.504100480437938,6.05
Grid,HP,0.17651309049156366,0.3965016597026051,0.7361575029168952,0.5161313094999261,6.1000000000000005
Grid,HP,0.17525983083335617,0.39968382497790045,0.7428976743685317,0.5176054412169475,6.15
Grid,HP,0.17593080374525555,0.4021283677707015,0.7480189746288026,0.5157597271708514,6.2
Grid,HP,0.17570530959691638,0.4049361445236255,0.7519898663089569,0.5146818583270417,6.25
Grid,HP,0.17500519567862105,0.4076123232165189,0.754011970241823,0.5152124158104779,6.3
Grid,HP,0.1748091817555858,0.41014221618448365,0.7559207873856748,0.5160793892030643,6.3500000000000005
Grid,HP,0.17422831630287228,0.41258751277234856,0.7580791208179839,0.517497755334766,6.4
Grid,HP,0.17635103103624383,0.4149340380330694,0.7607157460244335,0.5154461701518488,6.45
Grid,HP,0.20000767729894864,0.41163649053026136,0.7630603407906259,0.4694632098392256,6.5
Grid,HP,0.20732493667645366,0.4155587552633811,0.7687444988978985,0.4589271022711325,6.55
Grid,HP,0.2087541366845845,0.42010257771868037,0.7734089029184639,0.5644153939535886,6.6000000000000005
Grid,HP,0.20981011225158033,0.42552407687137994,0.775983407419679,0.5773854712493257,6.65
Grid,HP,0.21139722482260065,0.4320236178910003,0.7760533760086789,0.5674210883393217,6.7
Grid,HP,0.21196066837084568,0.4366180035378003,0.7757196299592697,0.5595897751326804,6.75
Grid,HP,0.21622248169641553,0.4393842088286938,0.7759663936428142,0.608475691150122,6.8
Grid,HP,0.22441842329786257,0.4419946406228158,0.7780116150114359,0.6672132694590943,6.8500000000000005
Grid,HP,0.23753403120875732,0.4252529465576845,0.7830314891137705,0.6265910270227938,6.9
Grid,HP,0.23734077216305047,0.4334159310278965,0.7857769667294815,0.6192968603681258,6.95
Grid,HP,0.23595884776848006,0.4381285098382831,0.7858715625663254,0.6171156370120652,7.0
Grid,HP,0.23230813731684338,0.4421593132616773,0.7833494601927096,0.618864020309766,7.05
Grid,HP,0.23005887180010692,0.4451926221473261,0.7822817283123175,0.6188278093260078,7.1000000000000005
Grid,HP,0.22559726924449597,0.4496534610742571,0.7808025048862872,0.6240323498918959,7.15
Grid,HP,0.22147774396280492,0.4542499110049365,0.7786104855557151,0.629407789067464,7.2
Grid,HP,0.21688488216553348,0.46043628524203256,0.7759097987987411,0.6341547461407635,7.25
Grid,HP,0.21021784515849792,0.46951622071657595,0.7741642540801962,0.6724553507452213,7.3
Grid,HP,0.20417043968919568,0.4787718363592763,0.7772150272111006,0.713253366780529,7.35
Grid,HP,0.20002851007105454,0.4846627455253627,0.7850717232437486,0.7123191586882615,7.4
Grid,HP,0.1947657600339049,0.4877720875950374,0.7902848142749538,0.714198523891399,7.45
Grid,HP,0.19160330476849244,0.4904974464323174,0.7935837739250924,0.7214328276230971,7.5
Grid,HP,0.1921093861995605,0.4967127720183293,0.7947149289783542,0.8174677580825822,7.55
Grid,HP,0.19211948532814382,0.5013000342396029,0.7977311402338029,0.8135126997596032,7.6
Grid,HP,0.191795475268634,0.5042847688558126,0.7987498348204979,0.8140057969398734,7.65
Grid,HP,0.17947975614453276,0.4978189351716424,0.7914847442809078,0.8146961227500473,7.7
Grid,HP,0.18085760236522033,0.49771276734449094,0.7922257408476446,0.8149964444749108,7.75
Grid,HP,0.18278394390801458,0.4969367332302791,0.7922278340201303,0.8150279648708042,7.8
Grid,HP,0.18444940165649903,0.49561671675854835,0.791138225023463,0.81613578015849,7.85
Grid,HP,0.18488313579244395,0.4954002102289595,0.7901702257832851,0.8201860444242509,7.9
Grid,HP,0.1847120513321085,0.49756899271461325,0.7908502004768936,0.8269564406400012,7.95
Grid,HP,0.1687119586476223,0.4690416402154489,0.799494966679701,0.7733692336354412,8.0
Grid,HP,0.16782652419931074,0.46960347078784703,0.794640351981912,0.7863439545823719,8.05
Grid,HP,0.1639264846469295,0.4688477918933986,0.7942871270496296,0.7941015057194877,8.100000000000001
Grid,HP,0.16163138774814684,0.46882613447341015,0.7969499031539683,0.8020423623891585,8.15
Grid,HP,0.17737097561830603,0.4664035347659678,0.7968363692106547,0.7768789095720304,8.200000000000001
Grid,HP,0.17775438156013337,0.46579150452751333,0.7983712834253528,0.7859284732297183,8.250000000000002
Grid,HP,0.18158846598983186,0.464985481333376,0.8003145481893472,0.796311692073361,8.3
Grid,HP,0.18735756276658364,0.46739179934512703,0.8044196352092243,0.8035456294952446,8.350000000000001
Grid,HP,0.19342160944591805,0.4706026149230152,0.8087411542675053,0.8071592256497279,8.4
Grid,HP,0.19665122620173683,0.47439450429718705,0.8118360061190064,0.8136492169098708,8.450000000000001
Grid,HP,0.19771950126662355,0.47730663241305105,0.8139295835824619,0.8191296514783128,8.500000000000002
Grid,HP,0.19414372063426166,0.47686757613103103,0.8144103438973557,0.8275082147724668,8.55
Grid,HP,0.18884690772853083,0.47837837485230866,0.815671454043022,0.8370436827913763,8.600000000000001
Grid,HP,0.184890734446851,0.4823336070875871,0.8130146187431236,0.8485695123022705,8.65
Grid,HP,0.1810427419780231,0.4693699923537202,0.8000007087820464,0.8178677565557689,8.700000000000001
Grid,HP,0.18281611505063983,0.48390299882405835,0.8143849526438837,0.8620490714479696,8.750000000000002
Grid,HP,0.1797950209041216,0.4881036709109342,0.8177700825468851,0.8591911234696264,8.8
Grid,HP,0.17543941425074902,0.4909921323605314,0.8213484450789527,0.859415687959399,8.850000000000001
Grid,HP,0.17221346526334905,0.4924462884439851,0.8228456935341265,0.8940633740599782,8.9
Grid,HP,0.17066894600996704,0.49368367559658055,0.8230076185953457,0.985904128123514,8.950000000000001
Grid,HP,0.16878624084921093,0.49579884747072933,0.8218761978786633,0.9874510361377211,9.000000000000002
Grid,HP,0.16599456292741635,0.5006005793910757,0.8203561591749255,1.0666236796588866,9.05
Grid,HP,0.15922763080697058,0.48887189746076576,0.8163686457496296,1.0162234844395954,9.1
Grid,HP,0.1556375197631108,0.4855169429633572,0.8308387440605344,0.9848005947544518,9.15
Grid,HP,0.15729277384746038,0.4906234559639426,0.8334595183348588,0.9785737590231196,9.2
Grid,HP,0.15756986237287363,0.49230067627750573,0.833431407471431,0.9768722897671585,9.250000000000002
Grid,HP,0.15677107131106716,0.49134023211369754,0.8324156954037321,0.9782707280672439,9.3
Grid,HP,0.15637137262795892,0.48898366061274406,0.8318268479080384,0.9793762848805428,9.35
Grid,HP,0.1568296403510717,0.4873352389899484,0.8305943507113707,0.9790580770125308,9.4
Grid,HP,0.15706007715759812,0.4878491392133733,0.8303690347626052,0.9789925262373732,9.45
Grid,HP,0.15738491416483236,0.48752263281171593,0.8289439261815323,0.9802504901638823,9.500000000000002
Grid,HP,0.1552674621209033,0.48631717413420356,0.827416190222079,0.984876039980332,9.55
Grid,HP,0.15490564034968263,0.4853009131929329,0.8239914436654541,0.9867557471666685,9.6
Grid,HP,0.15665680852012856,0.4837457523565134,0.8181178723588368,0.8914801256843936,9.650000000000002
Grid,HP,0.16007520226479294,0.48430246603260924,0.8150473655714968,0.8576487030652213,9.7
Grid,HP,0.16257817568010655,0.48589146871853944,0.8136796262804199,0.8559366773343491,9.750000000000002
