subject	test	value	num_df	den_df	F	p-value	significance
001	Wilks' lambda	0.8922648922922574	2	1389.0	83.85629979322289	4.149041211104073e-35	True
001	Pillai's trace	0.1077351077077426	2.0	1389.0	83.85629979322285	4.149041211104073e-35	True
001	Hotelling-Lawley trace	0.12074341222926258	2	1388.9999999999802	83.85629979322286	4.149041211104486e-35	True
001	Roy's greatest root	0.12074341222926258	2	1389	83.85629979322286	4.149041211104073e-35	True
002	Wilks' lambda	0.8817190091365459	2	1389.0	93.16590354007835	1.076035565219665e-38	True
002	Pillai's trace	0.11828099086345413	2.0	1389.0	93.16590354007835	1.076035565219665e-38	True
002	Hotelling-Lawley trace	0.13414816924417328	2	1388.9999999999802	93.16590354007833	1.0760355652196957e-38	True
002	Roy's greatest root	0.13414816924417328	2	1389	93.16590354007835	1.076035565219665e-38	True
003	Wilks' lambda	0.8682763312967305	2	1389.0	105.36056853904606	2.5000863317494873e-43	True
003	Pillai's trace	0.13172366870326951	2.0	1389.0	105.3605685390461	2.5000863317494873e-43	True
003	Hotelling-Lawley trace	0.151707082129656	2	1388.9999999999802	105.36056853904608	2.5000863317497004e-43	True
003	Roy's greatest root	0.151707082129656	2	1389	105.3605685390461	2.5000863317494873e-43	True
004	Wilks' lambda	0.9231842223385749	2	1389.0	57.7875534427129	7.812237667260291e-25	True
004	Pillai's trace	0.07681577766142515	2.0	1389.0	57.78755344271292	7.812237667260291e-25	True
004	Hotelling-Lawley trace	0.0832074203638775	2	1388.9999999999802	57.78755344271293	7.812237667260736e-25	True
004	Roy's greatest root	0.0832074203638775	2	1389	57.78755344271293	7.812237667260291e-25	True
005	Wilks' lambda	0.8886637485364793	2	1389.0	87.01044322867529	2.5013180982008212e-36	True
005	Pillai's trace	0.1113362514635207	2.0	1389.0	87.01044322867531	2.5013180982008212e-36	True
005	Hotelling-Lawley trace	0.12528501544805662	2	1388.9999999999802	87.01044322867531	2.501318098200928e-36	True
005	Roy's greatest root	0.12528501544805662	2	1389	87.01044322867533	2.5013180982008212e-36	True
006	Wilks' lambda	0.9426640506810293	2	1389.0	42.241789928508716	1.552024023132296e-18	True
006	Pillai's trace	0.05733594931897069	2.0	1389.0	42.24178992850873	1.552024023132296e-18	True
006	Hotelling-Lawley trace	0.06082331163212199	2	1388.9999999999802	42.241789928508716	1.552024023132329e-18	True
006	Roy's greatest root	0.06082331163212199	2	1389	42.24178992850872	1.552024023132296e-18	True
007	Wilks' lambda	0.9359213455551314	2	1389.0	47.54953578451082	1.061036200780083e-20	True
007	Pillai's trace	0.06407865444486857	2.0	1389.0	47.5495357845108	1.061036200780083e-20	True
007	Hotelling-Lawley trace	0.06846585426135465	2	1388.9999999999802	47.5495357845108	1.0610362007801885e-20	True
007	Roy's greatest root	0.06846585426135465	2	1389	47.54953578451081	1.061036200780083e-20	True
009	Wilks' lambda	0.7827510193871461	2	1389.0	192.7553120962498	1.323181083472184e-74	True
009	Pillai's trace	0.21724898061285391	2.0	1389.0	192.75531209624984	1.323181083472184e-74	True
009	Hotelling-Lawley trace	0.2775454457829371	2	1388.9999999999802	192.7553120962498	1.323181083472673e-74	True
009	Roy's greatest root	0.2775454457829371	2	1389	192.7553120962498	1.323181083472184e-74	True
012	Wilks' lambda	0.9644019669330554	2	1389.0	25.635403921474175	1.1674592889068274e-11	True
012	Pillai's trace	0.03559803306694463	2.0	1389.0	25.63540392147417	1.1674592889068274e-11	True
012	Hotelling-Lawley trace	0.03691202868462803	2	1388.9999999999802	25.635403921474165	1.1674592889068896e-11	True
012	Roy's greatest root	0.03691202868462803	2	1389	25.635403921474165	1.1674592889070141e-11	True
014	Wilks' lambda	0.9173384857546315	2	1389.0	62.58150348525108	9.480189770311665e-27	True
014	Pillai's trace	0.0826615142453685	2.0	1389.0	62.581503485251076	9.480189770311665e-27	True
014	Hotelling-Lawley trace	0.09011015620626506	2	1388.9999999999802	62.581503485251076	9.4801897703118e-27	True
014	Roy's greatest root	0.09011015620626506	2	1389	62.58150348525108	9.480189770311665e-27	True
015	Wilks' lambda	0.48878654943775457	2	1389.0	726.3656126050832	1.2396999966521565e-216	True
015	Pillai's trace	0.5112134505622454	2.0	1389.0	726.3656126050834	1.2396999966521565e-216	True
015	Hotelling-Lawley trace	1.0458828115263978	2	1388.9999999999802	726.3656126050832	1.2396999966546228e-216	True
015	Roy's greatest root	1.0458828115263978	2	1389	726.3656126050832	1.2396999966521565e-216	True
016	Wilks' lambda	0.9647980534512116	2	1389.0	25.339760782767605	1.552718407722047e-11	True
016	Pillai's trace	0.03520194654878842	2.0	1389.0	25.33976078276763	1.552718407722047e-11	True
016	Hotelling-Lawley trace	0.036486336620255765	2	1388.9999999999802	25.339760782767627	1.5527184077221133e-11	True
016	Roy's greatest root	0.036486336620255765	2	1389	25.339760782767627	1.552718407722047e-11	True
018	Wilks' lambda	0.8481217332105787	2	1389.0	124.3682977984291	2.061647819912001e-50	True
018	Pillai's trace	0.15187826678942132	2.0	1389.0	124.36829779842913	2.061647819912001e-50	True
018	Hotelling-Lawley trace	0.1790760227479181	2	1388.9999999999802	124.36829779842911	2.0616478199121768e-50	True
018	Roy's greatest root	0.1790760227479181	2	1389	124.36829779842911	2.061647819912001e-50	True
019	Wilks' lambda	0.9038910728673969	2	1389.0	73.84479380004332	3.3314207656939576e-31	True
019	Pillai's trace	0.0961089271326031	2.0	1389.0	73.84479380004332	3.3314207656939576e-31	True
019	Hotelling-Lawley trace	0.1063279968323158	2	1388.9999999999802	73.84479380004332	3.3314207656939103e-31	True
019	Roy's greatest root	0.1063279968323158	2	1389	73.84479380004332	3.3314207656939576e-31	True
020	Wilks' lambda	0.8888915770115728	2	1389.0	86.81013721030908	2.988720427408561e-36	True
020	Pillai's trace	0.11110842298842721	2.0	1389.0	86.81013721030914	2.988720427408561e-36	True
020	Hotelling-Lawley trace	0.12499659785501674	2	1388.9999999999802	86.81013721030912	2.9887204274086882e-36	True
020	Roy's greatest root	0.12499659785501674	2	1389	86.81013721030912	2.988720427408561e-36	True
021	Wilks' lambda	0.9892246529600265	2	1389.0	7.564993954476391	0.000539920284734331	True
021	Pillai's trace	0.010775347039973463	2.0	1389.0	7.564993954476355	0.000539920284734331	True
021	Hotelling-Lawley trace	0.010892719876855802	2	1388.9999999999802	7.564993954476354	0.0005399202847343123	True
021	Roy's greatest root	0.010892719876855802	2	1389	7.564993954476354	0.000539920284734331	True
022	Wilks' lambda	0.9043386265491158	2	1389.0	73.46454293913854	4.698246271133124e-31	True
022	Pillai's trace	0.09566137345088423	2.0	1389.0	73.46454293913855	4.698246271132256e-31	True
022	Hotelling-Lawley trace	0.10578047939400799	2	1388.9999999999802	73.46454293913854	4.6982462711326575e-31	True
022	Roy's greatest root	0.10578047939400799	2	1389	73.46454293913855	4.698246271132256e-31	True
024	Wilks' lambda	0.91892083290405	2	1389.0	61.27783758061438	3.13789747409762e-26	True
024	Pillai's trace	0.08107916709594998	2.0	1389.0	61.277837580614374	3.13789747409762e-26	True
024	Hotelling-Lawley trace	0.0882330274738868	2	1388.9999999999802	61.27783758061438	3.137897474097932e-26	True
024	Roy's greatest root	0.0882330274738868	2	1389	61.27783758061438	3.13789747409762e-26	True
025	Wilks' lambda	0.8657584468869122	2	1389.0	107.68680221634334	3.3268574264057236e-44	True
025	Pillai's trace	0.1342415531130878	2.0	1389.0	107.68680221634332	3.326857426406007e-44	True
025	Hotelling-Lawley trace	0.15505659066428124	2	1388.9999999999802	107.68680221634332	3.326857426406054e-44	True
025	Roy's greatest root	0.15505659066428124	2	1389	107.68680221634332	3.326857426406007e-44	True
026	Wilks' lambda	0.9530800255633645	2	1389.0	34.19012189137201	3.201444183965003e-15	True
026	Pillai's trace	0.046919974436635516	2.0	1389.0	34.19012189137199	3.201444183965003e-15	True
026	Hotelling-Lawley trace	0.04922983713660474	2	1388.9999999999802	34.19012189137199	3.201444183965253e-15	True
026	Roy's greatest root	0.04922983713660474	2	1389	34.190121891371994	3.201444183965003e-15	True
027	Wilks' lambda	0.7482727165249616	2	1389.0	233.63754218557312	3.424583012098996e-88	True
027	Pillai's trace	0.25172728347503837	2.0	1389.0	233.63754218557315	3.424583012098996e-88	True
027	Hotelling-Lawley trace	0.3364111478553969	2	1388.9999999999802	233.63754218557312	3.424583012100456e-88	True
027	Roy's greatest root	0.3364111478553969	2	1389	233.63754218557312	3.424583012098996e-88	True
028	Wilks' lambda	0.8952248601681023	2	1389.0	81.28274565519675	4.138729269033181e-34	True
028	Pillai's trace	0.10477513983189762	2.0	1389.0	81.2827456551967	4.138729269033534e-34	True
028	Hotelling-Lawley trace	0.11703779072022565	2	1388.9999999999802	81.2827456551967	4.1387292690338284e-34	True
028	Roy's greatest root	0.11703779072022565	2	1389	81.2827456551967	4.138729269033534e-34	True
029	Wilks' lambda	0.9573397572478829	2	1389.0	30.947778327432303	7.086030429520037e-14	True
029	Pillai's trace	0.04266024275211707	2.0	1389.0	30.947778327432275	7.086030429520037e-14	True
029	Hotelling-Lawley trace	0.044561235892631064	2	1388.9999999999802	30.947778327432275	7.086030429520289e-14	True
