timestamp	posterior_alpha	frontal_alpha	frontal_theta	gamma	beta	state
0	-0.4754888030870996	-0.4915685059060753	-0.26765913650470674	-0.12888008485877137	-0.7393033161095656	0
1	-0.4498809679471069	-0.6092611247547466	-0.5352604449678625	-0.23848447428364347	-0.7555836373116482	0
2	-0.08697588273321094	-0.07112165883436862	-1.2563881911067087	-0.3732977630140322	-0.7128331767876702	0
3	-0.048203301525573006	-0.002512653995245213	-0.5648128058201066	-0.39353135684618373	-0.6866906329920408	0
4	-0.26062390355052123	-0.4135567595273689	0.657040068851334	-0.4467979093207144	-0.7954742925589693	0
5	-0.0570161354653565	0.1068440472520571	0.4242424862468425	-0.49152826281065104	-0.7562901310890904	0
6	0.06793526360196836	0.22128824590422577	-0.21868535343796647	-0.4466243340953005	-0.6706817117044366	0
7	-0.09537287884862926	-0.039746164971955565	-0.5202192058575722	-0.4201475036796409	-0.6413428061888813	0
8	-0.21177760701249515	-0.11967425226915389	0.13994590377418678	-0.39700608576773105	-0.6864610268016498	0
9	-0.13962770280179176	-0.12150744916601712	0.8237345490528624	-0.35094392091861915	-0.3816920156517848	0
10	-0.14403611334501143	0.03576554297877001	0.5522850401110777	-0.2747668057647342	0.07234005303475374	0
11	-0.14893067966434592	0.08108215862180086	0.7635433554708047	-0.29478941038037415	-0.06664956150335383	0
12	0.0172212086994664	0.31922718089509317	0.03372646863755405	-0.313955357626673	-0.2403032572540538	0
13	0.15608300969940728	0.5271461730343888	-1.0629510675040161	-0.19952483885287192	-0.2361856234021571	0
14	0.046074256390283175	0.09638901205129156	-0.6072843224144094	-0.14014823277575844	-0.26606515390724367	0
15	-0.003341697537679939	-0.06732589169877691	-0.3018753920149885	-0.21464359934352042	-0.2597236355630286	0
16	-0.06366180745153643	0.08658942477642471	1.6758532157260508	-0.27340348795517533	-0.2961427296246365	0
17	-0.16069024799429185	-0.04943755420014614	2.2039511964955247	-0.2556001576261733	-0.11050007902227767	0
18	-0.10930587690332098	-0.1892167634168369	0.8374234686659673	-0.260723115245487	-0.034590802094275806	0
19	0.06896096351139905	0.03103331948873702	0.6907499384430229	-0.24508996251843654	-0.24699150467075504	0
20	0.3005403228761957	0.3048773255188853	0.8281219877740498	-0.18065808143924314	-0.08713311494253223	0
21	0.31840747349288034	0.43200173492877175	0.4894394502026274	-0.20645412181268183	-0.28931445776449816	0
22	0.023182539810505727	0.10290609482706378	-0.17270749632495813	-0.27037473745055024	-0.5283833126247038	0
23	-0.318304525782856	-0.628683993049836	-0.2286283632055025	-0.33122164030579015	-0.4641285881925272	0
24	-0.2031834304199441	-0.459844609209944	2.0142333661795444	-0.36567956039042726	-0.5907634737777844	0
25	-0.11829682109487791	-0.2175953288505855	2.001510912364187	-0.3333318934181905	-0.4791387981815808	0
26	-0.2709533075404625	-0.35171376678557853	-0.9167091719008181	-0.269343387306735	-0.3686343243296071	0
27	-0.23106711014466402	-0.31510998956376546	-0.33843453278086605	-0.12135502595971392	-0.05329312620031265	1
